docid,wordcount,f,ipm
"prokofieva.astrel_i_hranitel_lesa","36788",1, 0.01030
"tretyakov.nachalo_rybachiego_patrulia","18271",1, 0.01030
"brodskaya.belosnechka","7292",1, 0.01030
"ventsel.lizutka","819",1, 0.01030
"furmanov.miatezh","100371",1, 0.01030
"gusev.piastryi_dlya_yunyih_piratov","29720",1, 0.01030
"alpatov.vadimka","34585",1, 0.01030
"gansovskii.shaghi_v_nieizviestnoie","19386",1, 0.01030
"kuksov_vladlen.tormozina_nepodrajaemaia","9419",1, 0.01030
"akulshin.buynaya_loshad","316",1, 0.01030
"bazhov.sinuskin_kolodec","3490",1, 0.01030
"banykin.rasskazy_o_chapaeve","22621",1, 0.01030
"bianki.kak_ja_hotel_zajcu_soli_na_hvost_nasypat","1589",1, 0.01030
"vilmont.sekret_pohischennoy_disketyi","36114",1, 0.01030
"vasilenko.myshonok","8945",1, 0.01030
"belyh.lapti","3449",1, 0.01030
"prishvin.tainstvenny_yashchik","493",1, 0.01030
"prishvin.belaya_raduga","1508",1, 0.01030
"petukhov.sit_tainstvennaia_reka","58856",1, 0.01030
"ardamatskiy.on_sdelal_vse_chto_smog","49123",1, 0.01030
"likhanov.poslednie_kholoda","27026",1, 0.01030
"ronshin.shvatka_s_koscheem_bessmertnyim","28515",1, 0.01030
"molchanova.dnevnik_yunoy_ledi","35131",1, 0.01030
"klokova.v_mile_ot_polusa","18466",1, 0.01030
"lubenets.love_forever","9846",1, 0.01030
"kamskii.par_bogatyr","3234",1, 0.01030
"shmelev.moj_mars","7956",1, 0.01030
"solovovo.ali","4842",1, 0.01030
"korshunov.tragicheskiy_ieroglif","17869",1, 0.01030
"luhmanov.soleny_veter","1251",1, 0.01030
"korshunov.koleso_istorii","7829",1, 0.01030
"antonov.valet_i_pushok","2085",1, 0.01030
"kamanin.organizatory","10544",1, 0.01030
"dzyuba.tayna_propavshego_lorda","31316",1, 0.01030
"bremener.otchim","5003",1, 0.01030
"nikitin.dezi","2814",1, 0.01030
"sventickaa.minta","1181",1, 0.01030
"altaev.na_bastiliyu","1907",1, 0.01030
"mikson.zhila_byla","38920",1, 0.01030
"kozhevnikov.zhigan","4354",1, 0.01030
"bianki.plavunchik","3941",1, 0.01030
"dmitrieva.majna_vira","4454",1, 0.01030
"sventickaa.slepaya-loshad","496",1, 0.01030
"artamonova.bez_sokrovishch_nikuda","28901",1, 0.01030
"karmen.syn_kolodtsa","3019",1, 0.01030
"vasilenko_ivan.zolotye_tyfelki","22155",1, 0.01030
"golubev.kozyavkin_syn","17894",1, 0.01030
"ryzhakov.o_grinke_o_sanke_i_nemnogo_o_devchonkakh","15637",1, 0.01030
"stavskiy.silnee_smerti","8589",1, 0.01030
"karrik.lisitsa_i_zayats","280",1, 0.01030
"turkin.jizn_jivotnyh_gaduka","5844",1, 0.01030
"babkin.chary_staroj_vedmy","59845",1, 0.01030
"aleksin.ivashov","11279",1, 0.01030
"gaydar.dim_v_lesu","5835",1, 0.01030
"emden.dom_s_volshebnymi_oknami","96793",1, 0.01030
"lavrinaytis.pad_zolotaya","73696",1, 0.01030
"krasilschik.tri_chetverti","20646",1, 0.01030
"uspenskiy.biznes_krokodila_geny","11935",1, 0.01030
"bianki.fomka-razboynik","139244",1, 0.01030
"gabbe_tamara.gorod_masterov","82744",1, 0.01030
"nesterina.pervoe_slovo_dorozhe_vtorogo","25422",1, 0.01030
"gumilevskiy.kostrovskiy_koldunok","13233",1, 0.01030
"dragunskij.rabochie_drobjat_kamen","1737",1, 0.01030
"durov.moya_pervaya_politicheskaya_satira","1532",1, 0.01030
"martynov.220_dnei_na_zvezdolete","47956",1, 0.01030
"ivanov_ustinova.zagadka_starinnyih_chasov","31314",1, 0.01030
"arsenev.skvoz_taigu","39027",1, 0.01030
"akulshin.arapka","1019",1, 0.01030
"potapenko.dva_talanta","26594",1, 0.01030
"nilin.ispytatelnyi_srok","41067",1, 0.01030
"byvalov.na_tralshchike","1577",1, 0.01030
"vitkovich_iagdfeld.skazka_sredi_bela_dnia","13268",1, 0.01030
"kalma.medal","735",1, 0.01030
"karpov.marshalskii_zhezl","79321",1, 0.01030
"vlodavets.zhut_podvodnaya","38134",1, 0.01030
"gumilevskii.zolotoi_uzel","6615",1, 0.01030
"kuznetsova_n.delo_ob_ukradennom_perstne","39714",1, 0.01030
"ventsel.barboska","961",1, 0.01030
"sotnikov.sokrovischa_plemeni_ognevodov","25058",1, 0.01030
"suslin.sokrovische_s_neba","30585",1, 0.01030
"fedorovskii.shturmfogel_bez_svastiki","66509",1, 0.01030
"akulshin.lyagushinaya_napast","601",1, 0.01030
"sukhachev.tam_za_chertoi_blokady","50373",1, 0.01030
"sartakov.po_chunskim_porogam","42063",1, 0.01030
"dmitriev.v_zaoblachnoy-strane","58923",1, 0.01030
"turkin.begstvo_v_step","1384",1, 0.01030
"olesha.tri_tolstyaka","188033",1, 0.01030
"lubenets.formula_pervoy_lyubvi","26587",1, 0.01030
"durov_v.moi_zveri","22089",1, 0.01030
"solovovo.dvuhgrivennyj","2403",1, 0.01030
"krapivin.puteshestvenniki_ne_plachut","2411",1, 0.01030
"ronshin.operaciya_spyashchaya_krasavica","32031",1, 0.01030
"bogdanov.cherdachnyy_chort","36173",1, 0.01030
"krapivin.rejs_oriona","14490",1, 0.01030
"kudryashova.druzya_s_toboi_povesti","62908",1, 0.01030
"ventsel.vorona","557",1, 0.01030
"zamojskij.prosyba","498",1, 0.01030
"klyachin.strashnaya_tayna_bratyev_korablevyih","39572",1, 0.01030
"akulshin.pomoshnitsa","509",1, 0.01030
"vorobey.drug_v_zerkale","23592",1, 0.01030
"prishvin.filin","663",1, 0.01030
"leonov.vzyatie_velikoshumska","38364",1, 0.01030
"akulshin.tri_i_chetyre","2981",1, 0.01030
"bianki.hvosty","61570",1, 0.01030
"moshkovskiy_anatoliy.slavka","2429",1, 0.01030
"degtyareva.cvetushchiy_repeynik","56631",1, 0.01030
"braun.yuta_bondarovska","2428",1, 0.01030
"larri_yan.kak_eto_bylo","40363",1, 0.01030
"shtanyko.trudno_byit_drugom","74387",1, 0.01030
"durov.tsar_i_ego_prisnye","2986",1, 0.01030
"dudorov.rabcik","5383",1, 0.01030
"prishvin.rozhdenie_kastulki","590",1, 0.01030
"aleksin_anatoliy.deystvuyutshie_litsa_i_ispolniteli","19356",1, 0.01030
"gansovskii.pm_150","7208",1, 0.01030
"bianki.muzykant","335",1, 0.01030
"hagishkin.serdce_bonivura","168350",1, 0.01030
"sotnikov_sotnikova.operatsiya_dzheyms_bond","42815",1, 0.01030
"litvinov.na_lone_prirody","5485",1, 0.01030
"nikifirov.nasi_rebata","9283",1, 0.01030
"vladimirskiy.kolka-spodruchnik","2137",1, 0.01030
"ronshin.tayna_kremlevskogo_vodoprovoda","26739",1, 0.01030
"prishvin.gaechki","324",1, 0.01030
"voklov_vasiliy.timka_novosel","30004",1, 0.01030
"remizov.pro_krota_i_ptichky","163",1, 0.01030
"brushtein.doroga","64831",1, 0.01030
"shalimov.tsena_bessmertiya","16649",1, 0.01030
"grigorev.belyy_vrag","12936",1, 0.01030
"alenikov_vladimir.petrov_i_vasechkin_v_strane_ergonija","32541",1, 0.01030
"smirnov.kazacok","9208",1, 0.01030
"usacheva.prizraki_volchey_buhtyi","37563",1, 0.01030
"gurevich.pervyj_den_tvorenia","11157",1, 0.01030
"paustovskiy.podarok","1013",1, 0.01030
"bianki.rosyanka_komarinaya_smert","535",1, 0.01030
"ventsel.vorobushki","808",1, 0.01030
"dmitrieva.kosryashka_i_ermolka","2790",1, 0.01030
"bogdanov.retivye_medoviki","33019",1, 0.01030
"platonov.na_dobroj_zemle","2966",1, 0.01030
"valevskyi.nasledniki_timura","49225",1, 0.01030
"linevskiy_aleksandr.listy_kamennoy_knigi","65250",1, 0.01030
"aleksandrova.katia_v_igrushechnom_gorode","10689",1, 0.01030
"babaev.krasnye_orly","2336",1, 0.01030
"golicyn.gorodok_sorvancov","44051",1, 0.01030
"kataev_pavel.piat_robinzonov","19540",1, 0.01030
"nesterina.zdes_gulyaet_ovechya_smert","13491",1, 0.01030
"belyaev.zolotya_gora","12279",1, 0.01030
"shcheglov.lipkiy_killer","32905",1, 0.01030
"kolokolov.rucheek","2312",1, 0.01030
"remizov.ludi_i_zveri","206",1, 0.01030
"tolmaceva.vasin_denek","885",1, 0.01030
"uspenskii_eduard.obtshee_sobranie","22060",1, 0.01030
"scheglov.lapti_bolotnogo_knyazya","31143",1, 0.01030
"levitskij.isaika","1372",1, 0.01030
"ivanov_ustinova.zagadka_zolotoy_chalmyi","33417",1, 0.01030
"dubov.beglec","38227",1, 0.01030
"hlenbnikov_bulanze.krasnokozie","14437",1, 0.01030
"gurevich.funktsiya_shorina","9830",1, 0.01030
"melentyev.golubyye_lyudi_rozovoi_zemli","61916",1, 0.01030
"snegov.ostrov_sveta","24360",1, 0.01030
"verkin.pyatno_krovavoy_lunyi","37490",1, 0.01030
"prishvin.ezh","608",1, 0.01030
"abramova-kalitskaya.leshii","9196",1, 0.01030
"bianki.lesnye_razvedchiki","2246",1, 0.01030
"toman.chto_proishoit_v_tishine","14789",1, 0.01030
"kassil.dyadya_kolya_muholov","2475",1, 0.01030
"prishvin.kolobok","15823",1, 0.01030
"sotnikov.u_syischikov_kanikul_ne_byivaet","36748",1, 0.01030
"klokova.zolotushka","781",1, 0.01030
"savelev.komnata_13","8919",1, 0.01030
"prishvin.kavkazskie_resskazy","1639",1, 0.01030
"grigorev.s_meshkom_za_smertyu","48948",1, 0.01030
"hodza.puteshestvie_bez_karty","23051",1, 0.01030
"mokienko_mihail.kak_baby_yagi_skazku_spasali","13069",1, 0.01030
"kassil.ogneopasny_gruz","6199",1, 0.01030
"trenev.brig_merkury","26896",1, 0.01030
"adamov.tayna_dvuh_okeanov","125943",1, 0.01030
"platonov.iulskaya_groza","6104",1, 0.01030
"kolokolov.sashka_i_agashka","1987",1, 0.01030
"kravcova.ot_zakata_do_rassveta","45003",1, 0.01030
"bianki.neponjatnyj_zver","321",1, 0.01030
"tronina.korol_kolbasnyih_obrezkov","22386",1, 0.01030
"larina.zateiniki","31243",1, 0.01030
"drobina.mech_peresveta","30812",1, 0.01030
"grigoryev.parovoz_et_5324","8079",1, 0.01030
"shmelev.vsemoga","1663",1, 0.01030
"feliche.chernaya_ellie","8191",1, 0.01030
"gansovskii.misha_pieryshkin_i_antimir","5762",1, 0.01030
"ventsel.milton","833",1, 0.01030
"pistolenko.lastochka","11623",1, 0.01030
"durov.zapah_smerti","2482",1, 0.01030
"titarenko_evgeniy.po_zakonam_voyny","37604",1, 0.01030
"vladimirskiy_leonid.buratino_itshet_klad","17925",1, 0.01030
"adamov.pobediteli_nedr","71563",1, 0.01030
"durov.admiral_zeleniy","1586",1, 0.01030
"fadeeva.volshebnaia_kniga","32238",1, 0.01030
"uspenskii_eduard.prividenie_iz_prostokvashino","10219",1, 0.01030
"formozov.shest_dney_v_lesah","37001",1, 0.01030
"vilke.shutovskoy_kolpak","24419",1, 0.01030
"nekrasov.blin_groza_narkobanditov","42569",1, 0.01030
"prokofieva_sofia.skazka_o_vysunutom_iazychke","212",1, 0.01030
"zuenok.pionery_geroi","53431",1, 0.01030
"vehova.ignashka","4354",1, 0.01030
"bianki.snezhnaya_kniga","475",1, 0.01030
"blyahin_pavel.krasnye_dyavolyata","22498",1, 0.01030
"makarov.neobyknovennye_priklyucheniya_shkolnika_bobki","7743",1, 0.01030
"shmelev.na_morskom_beregy","15054",1, 0.01030
"aleksin_anatoliy.domashnee_sochinenie","1283",1, 0.01030
"nemtsov.zolotoye_dno","72931",1, 0.01030
"selin.strahi_iz_novoy_kollektsii","31643",1, 0.01030
"vorobey.abba_ili_chay_s_molokom","20921",1, 0.01030
"verkin.gerda","79564",1, 0.01030
"zamchalov_g.kurnosaya","3346",1, 0.01030
"krutikov.golubi","2926",1, 0.01030
"cherkesov.prazdnik_igrushek","1803",1, 0.01030
"platonov.ivan_bestalanny","3379",1, 0.01030
"morozov.shcherbazevich","3527",1, 0.01030
"tronina.mama_ya_malchika_lyublyu","33707",1, 0.01030
"yakovlev.malenkiy_druzhinnik","5998",1, 0.01030
"solodov.krasnye_tyulpany","38134",1, 0.01030
"kolokolov.duplo","4673",1, 0.01030
"malinina.zhiznennyj_put_mariny","37034",1, 0.01030
"zamyslovskaya.uborka_hleba","1425",1, 0.01030
"belyaev.borba_v_efire","25833",1, 0.01030
"suprun.egorkin_razjezd","50454",1, 0.01030
"prishvin.kalendar_prirody","68430",1, 0.01030
"platonov.sykhoj_khleb","1981",1, 0.01030
"prishvin.govoryashchy_grach","206",1, 0.01030
"atarov.a_ya_lublu_loshad","24011",1, 0.01030
"klepov.tajna_zolotoj_doliny","47765",1, 0.01030
"vlodavets.klad_pod_mogilnoy_plitoy","36946",1, 0.01030
"kozlov_vilyam.malchishka_s_sobakoy","4778",1, 0.01030
"sventickaa.kiryushka","2147",1, 0.01030
"vilmont.v_podruchnyih_u_killera","34764",1, 0.01030
"bazhov.mednoj_gory_hozajka","90968",1, 0.01030
"valentin.za_chudesnym_zernom","43961",1, 0.01030
"kotovshchikova.nastavnik","7400",1, 0.01030
"shtitelman.povest_o_detstve","92891",1, 0.01030
"prishvin.ptitsy_pod_snegom","480",1, 0.01030
"prishvin.razgovor_ptits_i_zverey","551",1, 0.01030
"prishvin.shchegol_turlukan","957",1, 0.01030
"nekrasov.muha_i_vlyublennyiy_prizrak","36850",1, 0.01030
"lubenets.lyubov_iz_legendy","27243",1, 0.01030
"prishvin.sochinitel","423",1, 0.01030
"dobryakov_vladimir.priklyucheniya_poslushnogo_vladika","41538",1, 0.01030
"krapivin.juravlenok_i_molnii","78511",1, 0.01030
"belousov.vdol_po_raduge_ili_priklyucheniya_pechenyushkina","50249",1, 0.01030
"leonov.derevyannoe_solnyshko","73675",1, 0.01030
"gusev.salon_nedobryih_uslug","31635",1, 0.01030
"gavrilov.na_podvodnoy_lodke","4692",1, 0.01030
"shmelev.inorodnoe_telo","2926",1, 0.01030
"vilmont.falshivyiy_papa","35497",1, 0.01030
"sotnikov.zlodeyam_net","23795",1, 0.01030
"panteleev.magnolii","2117",1, 0.01030
"shmelev.kak_my_letali","7261",1, 0.01030
"kolpakova_lavrova.vernite_novenkiy_skelet","24796",1, 0.01030
"arro_vladimir.moy_staryi_dom","24817",1, 0.01030
"zhitkov_b.mariya_i_meri","2493",1, 0.01030
"vorobey.rodnaya_dusha","22604",1, 0.01030
"radovski_isaak.neobyknovennye_prikliuchenia_galochki","9542",1, 0.01030
"goncharov.viktor_psiho-mashina","53329",1, 0.01030
"prishvin.matreshka_v_kartshke","1158",1, 0.01030
"shmelev.vesely_barin","2742",1, 0.01030
"kassil_lev.konduit_i_shvambraniya","62329",1, 0.01030
"dobriakov.korol_zhivet_v_internate","65867",1, 0.01030
"kotovshchikova.fiedka_boghdan","5320",1, 0.01030
"sventickaa.rebenok_i_medved","989",1, 0.01030
"zamojskij.sochinitelnica","2918",1, 0.01030
"koval.nedopesok","26024",1, 0.01030
"bazhov.kosaci_usi","3453",1, 0.01030
"sholokhov.zherebenok","1997",1, 0.01030
"tomin.vosem_dnei_v_nedeliu","28984",1, 0.01030
"sokolov-mikitov.gost_dorogoj","111",1, 0.01030
"bulychev.sto_let_tomu_vpered","64224",1, 0.01030
"dik.ogennyj_ruchej","34436",1, 0.01030
"prokofieva_sofia.taina_hrustalnogo_zamka","36361",1, 0.01030
"zamchalov_g.pervy_vygon","2207",1, 0.01030
"shmelev.pankrat_i_mutny","1626",1, 0.01030
"artamonova.duhi_zazerkalya","38088",1, 0.01030
"graevskyi.poiski_znamenitostei","20411",1, 0.01030
"akulshin.deti_pustyni","12275",1, 0.01030
"krapivin_vladislav.troye_v_kopeyke_ne_schitaya_zaytsa_mitki","31010",1, 0.01030
"sokolov-mikitov.lesovoe","280",1, 0.01030
"lubenets.lyubi_menya_kak_ya_tebya","27783",1, 0.01030
"lin.lenin_i_deti","18451",1, 0.01030
"shalimov.okno_v_beskonechnost","7842",1, 0.01030
"bulychev.koldun_i_snegurochka","9050",1, 0.01030
"belyaninov.mnogo_dney_vperedi","33695",1, 0.01030
"lesnikov.prizyvu_po_vozrastu_ne_podlezhit","41410",1, 0.01030
"sokolov-mikitov.vesna_krasna","1098",1, 0.01030
"kalma.deti_gorchichnogo_raiya","100209",1, 0.01030
"vasilenko.zvezdochka","18767",1, 0.01030
"krapivin.kolybelnaya","40909",1, 0.01030
"sokolov-mikitov.zima_vuzhnaja","1241",1, 0.01030
"sergunenkov.skazki","23042",1, 0.01030
"nosov_nikolay.sasha","1486",1, 0.01030
"martynov.gianeya","105345",1, 0.01030
"bazhov.prikazcikovy_podosvy","1870",1, 0.01030
"kolokolov.raduzhnyj_poyasok","2048",1, 0.01030
"timashpolskaya.mitya_timkin_vtoroklassnik","23321",1, 0.01030
"nikonenko_tikhomirov.dogonyayte_dogonyayte","46738",1, 0.01030
"bremener.peredacha","39476",1, 0.01030
"vorobey.takaya_raznaya_lyubov","22754",1, 0.01030
"voskoboynikov.vsyo_budet_v_poryadke","14649",1, 0.01030
"forsh.medved_panfamil","3179",1, 0.01030
"sotnik_juriy.priklucheniye_ne_udalos","15124",1, 0.01030
"sharov.nekotorye_udivitelnye_sobytia_iz_jizni_borisa_puzyrkova","21207",1, 0.01030
"kalma.chernaya_salli","34817",1, 0.01030
"subin.na_front","993",1, 0.01030
"subin.vesnoy","420",1, 0.01030
"sutyrin.volsebnaa_palocka","1198",1, 0.01030
"krapivin_vladislav.letchik_dlya_osobyh_poruchenii","24640",1, 0.01030
"martirosova.fotoghrafii_na_pamiat","10235",1, 0.01030
"sventickaa.buyan_i_gadyuka","712",1, 0.01030
"sventickaa.devochka_na_mayake","708",1, 0.01030
"lvovskiy.signal_nadezhdy","14054",1, 0.01030
"zamchalov_g.nashi_dela","5889",1, 0.01030
"radzievskaya.pum","5785",1, 0.01030
"gurevich.chelovek-raketa","18475",1, 0.01030
"skobelev_eduard.neobyknovennye_priklucheniya_arbuzika","61160",1, 0.01030
"sventickaa.domovoj","407",1, 0.01030
"drugov_tovarovski.troika_bez_troiki","53819",1, 0.01030
"matveev.novyi_direktor","115303",1, 0.01030
"vorobey.rycar_nevidimka","16160",1, 0.01030
"uspenskii_eduard.gramota","27103",1, 0.01030
"sventickaa.egor_artelnyj","392",1, 0.01030
"koval_yuriy.priklucheniya_vasi_kurolesova","14539",1, 0.01030
"likhanov.obman","39198",1, 0.01030
"prishvin.anchar","1941",1, 0.01030
"vorobey.geroy_eyo_romana","22628",1, 0.01030
"kleshenko.bez_vystrela","36092",1, 0.01030
"gaidar.voennaia_taina","28667",1, 0.01030
"kataev.dudochka_i_kuvshinchik","3892",1, 0.01030
"vereyskaya.surpriz","1935",1, 0.01030
"sharov_aleksandr.ryjaia_devochka","7408",1, 0.01030
"vasilenko_ivan.volshebnaya_shkatulka","5354",1, 0.01030
"fedorov_davydov.pod_zemley","1398",1, 0.01030
"trushkin.duel_s_nevidimkoy","38280",1, 0.01030
"sventickaa.lokhmatka","1489",1, 0.01030
"karintev.k_uzhnomy_moru","5237",1, 0.01030
"havkin.vsegda_vmeste","47623",1, 0.01030
"zamyslovskaya.les_polya_i_luga","3136",1, 0.01030
"sventickaa.navodnenie","314",1, 0.01030
"sventickaa.obezyanka_lulu","2200",1, 0.01030
"nekrasov.morskie_sapogi_rasskazy","38324",1, 0.01030
"ronshin.ohota_za_krasnoy_shapochkoy","32455",1, 0.01030
"zhitkov_b.pro_slona","1954",1, 0.01030
"budogoskaya.povest_o_fonare","13287",1, 0.01030
"vorobey.kak_tolko_tak_srazu","18115",1, 0.01030
"sventickaa.schastlivyj_vecher_muzykanta","307",1, 0.01030
"sventickaa.sharik","423",1, 0.01030
"gusev.naslednik_sobaki_baskerviley","38671",1, 0.01030
"evdokimov.greshnica","28174",1, 0.01030
"bogdavona.knyaz_buntovshchik","26952",1, 0.01030
"gersenzon.rybki_sporsicy","2994",1, 0.01030
"belahova.napererez","2728",1, 0.01030
"vereiskaya.cyplyachi_shefy","5844",1, 0.01030
"nesterina.magazin_belyie_tapochki","17430",1, 0.01030
"zamchalov_g.na_bahchu","2309",1, 0.01030
"nagishkin.tihaya_buhta","31261",1, 0.01030
"sventickaa.kak_zheleznodorozhnyj_storozh_spas_poezd","457",1, 0.01030
"sventickaa.zhurka","676",1, 0.01030
"cherkashin.kukla","3766",1, 0.01030
"timkovskij.sredi_topei","7622",1, 0.01030
"krapivin_vladislav.kover_samolet","38655",1, 0.01030
"prilezheva.s_toboi_tovarischi","30892",1, 0.01030
"prishvin.zver_burunguk","629",1, 0.01030
"prishvin.belyj_ozherelok","190",1, 0.01030
"treplev.zapiski_obezyanki_risy","3730",1, 0.01030
"prilezhaeva.semiklassnicy","27440",1, 0.01030
"vorobey.mosty_nad_vltavoy","21562",1, 0.01030
"oseeva_valentina.dinka","173237",1, 0.01030
"dikovski.prikluchenia_katera_smelyi","23544",1, 0.01030
"turkin.nemoj_rabotnik","2616",1, 0.01030
"poleshchuk.velikoye_delaniye","49423",1, 0.01030
"almazov_boris.ya_budu_iskat","34640",1, 0.01030
"bianki.kukushonok","1668",1, 0.01030
"koval.samaya_legkaya_lodka_v_mire","43545",1, 0.01030
"vegodskaya.alzhirskiy_plennik","30349",1, 0.01030
"krapivin_vladislav.palochki_dlya_vaskinogo_barabana","6591",1, 0.01030
"gaidar.dalnie_strany","20002",1, 0.01030
"aleksin.domashniy_sovet","12393",1, 0.01030
"nekrasov.muha_i_samozvanyiy_prints","35488",1, 0.01030
"venkstern.carskaya_milost","6131",1, 0.01030
"krapivin_vladislav.luzhaiki_gde_pliashut_skvorechniki","66966",1, 0.01030
"venkstern.kazak_evstigney","6333",1, 0.01030
"gusev.dva_dunduka_iz_sunduka","32184",1, 0.01030
"gubarev.pavlik_morozov","4554",1, 0.01030
"bulychev.dva_bileta_v_indiju","10375",1, 0.01030
"lisniak.aleksandr.kolokolchik_prostotak","3104",1, 0.01030
"scheglov.kozya_morda","34409",1, 0.01030
"remizov.tri_brata","153",1, 0.01030
"venkstern.pod_stenami_zamkov","15351",1, 0.01030
"gubarev_vitali.troe_na_ostrove","13634",1, 0.01030
"polotskaia.rol_zametnaia_i_na_ekrane","58372",1, 0.01030
"altov_zhuravleva.ballada_o_zvezdakh","29861",1, 0.01030
"prishvin.golubaya_strekoza","618",1, 0.01030
"usachev_berezin.drakosha_i_kompaniya","14753",1, 0.01030
"verezhnikow.pereselenets","3060",1, 0.01030
"vershinin.zapiski_strausa","2141",1, 0.01030
"zamyslovskaya.posev_hleba","2154",1, 0.01030
"volnov.detstvo_vanushi","9011",1, 0.01030
"panteleev.gvardii_ryadovoy","6057",1, 0.01030
"prishvin.smetlivy_belyak","444",1, 0.01030
"kvin.vezet_zhe_ludiam","10407",1, 0.01030
"volnov.vanta","9006",1, 0.01030
"sventickaa.dzhek","786",1, 0.01030
"sergeev_mard.mashina_vremeni_kolki_spiridonova","22724",1, 0.01030
"likhanov.magazin","18970",1, 0.01030
"yakovlev.petka","5502",1, 0.01030
"kryukova.edinozhdy_solgavshiy","38941",1, 0.01030
"emelyanova.kolbat","29035",1, 0.01030
"kassil.disko","7098",1, 0.01030
"ivanov_ustinova.zagadka_serebryanogo_medalona","36672",1, 0.01030
"sventickaa.voron_mysh_cherepakha_i_kozulya","1204",1, 0.01030
"zamojskij.krokodilovy_slyozy","708",1, 0.01030
"aleksin_anatoliy.govorit_sedmoy_etazh","19545",1, 0.01030
"shmelev.meri","10124",1, 0.01030
"zamojsky.barskaya_pletka","1535",1, 0.01030
"suvorina.vitya_korobkov","2837",1, 0.01030
"antipov_georgi.ortis_desiataia_planeta","12175",1, 0.01030
"durov.mrazovskiy_i_moe_izobretenie","1083",1, 0.01030
"uspenskii_eduard.samye_strashnye_uchasy","6895",1, 0.01030
"zamyslovskaya.priruchennye_zhivotnye","4423",1, 0.01030
"zhitkov_b.chernaya_mahalka","2429",1, 0.01030
"prishvin.predatelskaya_kolbasa","937",1, 0.01030
"zhitkov_b.dyadenka","2169",1, 0.01030
"nikiforov.grivennik","963",1, 0.01030
"turichin_ilia.tri_andriushi_i_dobryi_volshebnik","1636",1, 0.01030
"verkin.oblachnyj_polk","63338",1, 0.01030
"prishvin.lugovka","429",1, 0.01030
"yakovlev.pervyy_uchenik","54502",1, 0.01030
"zhvalevskiy_pasternak.vremya_vsegda_horoshee","41112",1, 0.01030
"zhitkov_b.metel","2728",1, 0.01030
"oster.legendy_i_mify_lavrovogo_pereulka","9926",1, 0.01030
"trushkin.vse_yavnoe_stanovitsya_taynyim","42137",1, 0.01030
"permyak.dedushkini_glaza","1389",1, 0.01030
"zhitkov_b.morskie_istorii","30880",1, 0.01030
"dubov.nebo_s_ovchinku","52486",1, 0.01030
"pristavkin_anatoliy.nochevala_tuchka_zolotaya","71508",1, 0.01030
"birger.tayna_starogo_kamina","42821",1, 0.01030
"prishvin.moi_tetradki","1330",1, 0.01030
"makovetski.prikluchenia_goroshka","4444",1, 0.01030
"belyaeva_natalya.priklucheniya_v_absurdii","20288",1, 0.01030
"gaydar.chetvertyy_blindazh","4699",1, 0.01030
"mokienko_mihail.kak_baby_yagi_novyi_god_vstrechali","16180",1, 0.01030
"nekrasov.blin_sokrushitel_terroristov","45423",1, 0.01030
"bazhov.gornyj_master","3431",1, 0.01030
"suhinov_sergei.doch_gingemy","33529",1, 0.01030
"durov.fon-val","758",1, 0.01030
"bazhov.serebranoe_kopytce","1939",1, 0.01030
"kazantsev.gost_iz_kosmosa","4168",1, 0.01030
"prishvin.lada","895",1, 0.01030
"bazhov.zolotoj_volos","2690",1, 0.01030
"gavrilov.egorka","33788",1, 0.01030
"azbukin.lenkin_salut","12752",1, 0.01030
"dubov.na_krayu_zemli","59213",1, 0.01030
"volkova.djentlmenyi_i_snegoviki","68590",1, 0.01030
"dashevskaya.ya_ne_tormoz","26802",1, 0.01030
"vilmont.sekret_salona_krasotyi","38280",1, 0.01030
"sventickaa.vorona_selima","1007",1, 0.01030
"berggolc.mechta","15440",1, 0.01030
"emec.malchik_vamp","32126",1, 0.01030
"abramova-kalitskaya.novaya_zhizn","5967",1, 0.01030
"aksagarskaya.serpok_i_molotok","3296",1, 0.01030
"zharikov.yunbat_ivanov","4932",1, 0.01030
"bianki.kak_muravishka_domoj_speshil","1262",1, 0.01030
"bershadskaya.bolshaya_malenkaya_devochka_5_sto_odin_sposob_zabluditsya_v_lesu","7077",1, 0.01030
"kryukova.potapov_k_doske","25824",1, 0.01030
"ryzhakov.skupye_gody","33815",1, 0.01030
"miheeva.dve_dorogi_odin_put","31107",1, 0.01030
"zhitkov_b.korzhik_dmitriy","1873",1, 0.01030
"sedov_sergej.skazki_nesovershennogo_vremeni","3859",1, 0.01030
"brodskaya.105_razezd","1577",1, 0.01030
"sidorov.tayna_belogo_kamnya","30287",1, 0.01030
"docuk.ya_i_moe_chudovishche","30793",1, 0.01030
"ventsel.vot_tak_poigrala","1148",1, 0.01030
"vereyskaya.tanya_revolyucionerka","3793",1, 0.01030
"sotnikov.honorik_i_ego_komanda","31194",1, 0.01030
"bianki.ljulja","737",1, 0.01030
"amraeva.futbolnoe_pole","25915",1, 0.01030
"brodskaya.dnevnik_lidy_karasevoi","12752",1, 0.01030
"zhuravleva.skvoz_vremya","4005",1, 0.01030
"minaev.izza_yablok","1237",1, 0.01030
"turkin.goneniye","689",1, 0.01030
"brodskaia.mariikino_detstvo","53592",1, 0.01030
"karetnikova.shturman_pyatogo_morya","27027",1, 0.01030
"oleyinikov.velkino_detstvo","14063",1, 0.01030
"naumov.zagadka_ostrova_rautana","35935",1, 0.01030
"belyayev.prodavets_vozdukha","34620",1, 0.01030
